embedding_model,fusion_method,repeat,fold,source,layer,inner_fold,C,mean_inner_roc_auc,selected,level,model_name
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.6975956142622809,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.693678235344902,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.7723387723387724,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.735701027367694,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.7091750841750842,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.696311404644738,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.7534749201415868,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.7239273072606407,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.7295929379262714,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.7140637140637139,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.7579966329966329,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.7250496417163085,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.7189523439523441,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.7024087024087025,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,1.0,0.01,0.5739379084967321,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,1.0,0.1,0.5739379084967321,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,1.0,1.0,0.5789760348583878,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,1.0,10.0,0.5799291938997821,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,2.0,0.01,0.8189775910364144,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,2.0,0.1,0.8189775910364147,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,2.0,1.0,0.8336056644880174,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,2.0,10.0,0.8341308745720509,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,3.0,0.01,0.6187947401182695,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,3.0,0.1,0.6260698723934017,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,3.0,1.0,0.6289877061935886,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source,3.0,10.0,0.6201953003423591,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,P,source_outer_full,0.0,10.0,0.8108326858326859,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,1.0,0.01,0.7908496732026142,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,1.0,0.1,0.7908496732026142,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,1.0,1.0,0.7811819172113289,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,1.0,10.0,0.7720588235294117,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,2.0,0.01,0.742938842203548,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,2.0,0.1,0.7406240273887333,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,2.0,1.0,0.7432695300342359,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,2.0,10.0,0.7476462807345161,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,3.0,0.01,0.7545907251789604,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,3.0,0.1,0.7545907251789604,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,3.0,1.0,0.7519452225334579,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source,3.0,10.0,0.7476462807345161,False,,
model_1_all_mpnet_base_v2,late_fusion,10,3,I,source_outer_full,0.0,0.01,0.7654428904428904,True,,
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.7737632737632737,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.7737632737632737,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.7737632737632737,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.7737632737632737,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.8052318052318052,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.8052318052318052,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.8052318052318053,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.8052318052318052,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.7416148666148666,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.6961495294828629,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.6638284554951221,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.620607787274454,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.7544893378226711,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.712552879219546,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.6822066822066822,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.6436372269705603,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.7478200811534146,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.7066822066822067,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.6720625053958388,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.6591880341880342,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.764644306310973,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.7290641457308125,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.6839765173098508,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.6839765173098508,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.7378809462142796,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.6734006734006733,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.6378744712078045,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.6120715704049037,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.01,0.7551368384701718,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,0.1,0.6853146853146853,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,1.0,0.6345074678408013,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,3,second_layer,,,10.0,0.6216329966329966,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,1.0,0.01,0.773148148148148,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,1.0,0.1,0.7706971677559912,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,1.0,1.0,0.778186274509804,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,1.0,10.0,0.7664760348583878,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,2.0,0.01,0.738289760348584,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,2.0,0.1,0.738289760348584,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,2.0,1.0,0.72901104886399,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,2.0,10.0,0.702536570183629,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,3.0,0.01,0.7657563025210083,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,3.0,0.1,0.7656201369436664,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,3.0,1.0,0.7678765950824774,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source,3.0,10.0,0.7239534702769997,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,P,source_outer_full,0.0,10.0,0.7766230682897349,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,1.0,0.01,0.7557189542483661,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,1.0,0.1,0.7557189542483661,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,1.0,1.0,0.7532679738562091,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,1.0,10.0,0.744417211328976,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,2.0,0.01,0.7601346093993153,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,2.0,0.1,0.7601346093993153,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,2.0,1.0,0.7601346093993153,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,2.0,10.0,0.7679544039838158,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,3.0,0.01,0.835842670401494,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,3.0,0.1,0.8310768751945222,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,3.0,1.0,0.8263694366635542,False,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source,3.0,10.0,0.8415227201991908,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,I,source_outer_full,0.0,0.01,0.7929724596391262,True,,
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.7458452041785374,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.7458452041785374,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.7458452041785374,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.7458452041785374,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.7877384960718294,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.7877384960718294,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.7876845376845377,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.7865622032288698,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.7486294569627902,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.7489424156090823,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.7302943969610637,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.7336614003280669,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.7736337736337737,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.7647090563757231,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.7475610808944143,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.7366614866614868,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.8609384442717776,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.8469416386083054,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.8394090477423811,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.8393550893550893,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.8838599671933006,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.879640421307088,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.8699171199171198,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.8677264093930761,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.8558663558663558,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.8490244323577656,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.8326750410083744,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.8195847362514028,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.01,0.8688487438487439,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,0.1,0.8525533108866442,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,1.0,0.8285094535094536,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,4,second_layer,,,10.0,0.8048433048433049,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,1.0,0.01,0.7453898225957049,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,1.0,0.1,0.7478408029878617,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,1.0,1.0,0.7452536570183629,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,1.0,10.0,0.7214246809835045,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,2.0,0.01,0.757100062247121,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,2.0,0.1,0.7618658574540929,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,2.0,1.0,0.7620603797074385,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,2.0,10.0,0.7587535014005602,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,3.0,0.01,0.7278439153439152,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,3.0,0.1,0.730489417989418,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,3.0,1.0,0.7480158730158729,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source,3.0,10.0,0.7619047619047619,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,P,source_outer_full,0.0,0.01,0.790954415954416,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,1.0,0.01,0.7807345160286335,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,1.0,0.1,0.7784197012138186,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,1.0,1.0,0.7839052287581699,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,1.0,10.0,0.7959461562402739,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,2.0,0.01,0.7685963274198567,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,2.0,0.1,0.7685963274198567,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,2.0,1.0,0.756088546529723,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,2.0,10.0,0.7374922191098662,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,3.0,0.01,0.7671957671957671,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,3.0,0.1,0.7645502645502645,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,3.0,1.0,0.7592592592592592,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source,3.0,10.0,0.7433862433862434,False,,
model_1_all_mpnet_base_v2,late_fusion,10,5,I,source_outer_full,0.0,0.01,0.7234632651299319,True,,
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.7755654838988173,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.7755654838988173,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.7755654838988173,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.7755654838988173,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.7472912889579556,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.7506582923249591,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.7239488906155573,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.7240028490028491,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.7008547008547009,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.6908076491409826,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.6949192782526116,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.655637572304239,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.6974876974876976,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.6875485625485626,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.6765950099283433,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.6407342657342657,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.8285849952516618,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.8397543814210481,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.8331822498489165,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.8186998186998187,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.8295454545454546,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.8265561598894933,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.8134118967452301,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.7912349995683329,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.8165522748856082,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.8149011482344816,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.7993503410170076,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.7714538547871882,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.01,0.812062937062937,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,0.1,0.8039475956142622,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,1.0,0.7818246568246568,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,5,second_layer,,,10.0,0.7627449710783044,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.7311577311577312,True,L1,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.7310174393507727,False,L1,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.7250712250712251,False,L1,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.7169774669774669,False,L1,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.7993395493395493,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.7970517137183805,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.7764719848053181,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.7289022705689373,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.6703574203574204,False,L2,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.678785720452387,True,L2,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.6574613657946992,False,L2,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.6400328066994733,False,L2,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.6726884226884228,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.6775123025123024,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.6734762151428818,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.667583959250626,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.8065268065268065,True,L3,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.786313994647328,False,L3,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.7485754985754985,False,L3,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.728578520245187,False,L3,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.8065268065268065,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.7907493740827074,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.7562160062160063,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.7387011137011138,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.7965013381680048,False,L4,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.7977855477855478,True,L4,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.7654536821203487,False,L4,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,10.0,0.7166321332988,False,L4,base
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.01,0.7976668393335059,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,0.1,0.7977855477855478,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,1,1,second_layer,,,1.0,0.76661918328585,False,L4,augmented
