embedding_model,fusion_method,repeat,fold,source,layer,inner_fold,C,mean_inner_roc_auc,selected,level,model_name
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,1.0,0.7567232150565485,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,10.0,0.7447120780454113,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,0.01,0.8027928861262194,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,0.1,0.7859902443235777,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,1.0,0.7680113096779763,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,10.0,0.7683782267115601,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,0.01,0.8070232236898903,True,L4,base
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,0.1,0.7874687041353708,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,1.0,0.7628852628852628,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,10.0,0.7498812915479581,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,0.01,0.8070232236898903,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,0.1,0.7897133730467066,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,1.0,0.7687559354226021,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,1,second_layer,,,10.0,0.7643313476646809,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.7625399292065959,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.7659393076059743,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.7656803073469739,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7794504877838211,True,L1,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.7857636190969525,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.7857636190969525,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.7821268237934905,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7703746870413538,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.71500259000259,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.7352801519468186,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.7563778813778814,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7806915306915306,True,L2,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.7171393421393422,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.7364456531123197,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.7588599671933006,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7683026849693517,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.8586937753604419,True,L3,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.837121212121212,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.8107247690581024,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7954977121643788,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.8586937753604419,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.8382435465768799,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.8084801001467667,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7861737028403696,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.855995855995856,True,L4,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.8441573858240524,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.8327937494604162,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.8089873089873089,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.01,0.855995855995856,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,0.1,0.8431429681429682,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,1.0,0.8273547440214107,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,2,second_layer,,,10.0,0.7965552965552966,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.7568095484762152,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.7600146766813434,True,L1,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.7534965034965034,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7391219891219891,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.7937818354485021,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.7937818354485021,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.7914832081498747,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7725653975653977,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.6999589916256582,True,L2,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.6924803591470257,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.6957934041267375,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.681947681947682,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.7031641198307866,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.6957394457394458,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.703649745316412,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7206358456358456,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.785655702322369,True,L3,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.7814361564361564,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.7702667702667703,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7616118449451784,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.791051541051541,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.7868319951653285,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.7789216955883623,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7586225502892171,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.7989618406285074,True,L4,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.7918501251834584,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.7598420098420098,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7076966243632911,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.01,0.8000302166968835,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,0.1,0.7896594146594147,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,1.0,0.75658292324959,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,3,second_layer,,,10.0,0.7188660105326772,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.7672235172235173,True,L1,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.7650867650867651,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7662630579297246,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.7631658464991798,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.7960696710696711,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.7927026677026677,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7885370802037469,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.7625183458516792,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.6841923508590174,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.692955192955193,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7050850384183717,True,L2,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.7034878701545368,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.6841923508590174,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.696214279547613,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7233013899680567,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.7173767590434257,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.7841556591556592,True,L3,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.7628960545627211,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7234740568073903,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.6958041958041958,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.7894975394975394,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.7618276784943451,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7299382716049383,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.7139665889665889,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.8016273849607183,True,L4,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.7728351895018561,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7192545109211776,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.6853362686696021,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.01,0.8037641370974704,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,0.1,0.7727812311145645,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,1.0,0.7267331433998101,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,4,second_layer,,,10.0,0.70333678667012,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.7393594060260726,True,L1,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.7382370715704049,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.738237071570405,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7330570663903996,False,L1,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.7843499093499093,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.7821591988258655,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.7690149356816023,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7505287921954588,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.6604398687732022,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.6561663644996979,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.6824009324009324,False,L2,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.6903112319778987,True,L2,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.6681882931882931,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.6616701200034534,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.6964516964516966,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7187904687904689,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.8011633428300096,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.8016489683156349,True,L3,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.7887744971078305,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7730618147284813,False,L3,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.8000949667616334,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.8038396788396788,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.79320987654321,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7831628248294916,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.807044807044807,True,L4,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.8051238884572217,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.7829469912803245,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7403630320296987,False,L4,base
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.01,0.8081671415004749,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,0.1,0.8051778468445135,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,1.0,0.7851916601916602,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,7,5,second_layer,,,10.0,0.7523310023310023,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.7907817491150825,True,L1,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.787317620650954,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.7805944055944055,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.7593240093240093,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.8056526806526807,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.8056958473625141,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.8036130536130536,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.7990373823707158,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.6466265216265217,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.6355758439091772,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.6599434516101182,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.6868686868686869,True,L2,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.6533929033929035,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.6407990157990158,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.6811167227833894,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.7305533972200638,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.7697703531036865,True,L3,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.7559030475697143,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.7540468790468791,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.7518453768453769,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.7708387291720625,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.7593563843563844,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.7608888025554692,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.761762928429595,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.7394565311231979,True,L4,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.7191789691789691,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.6991388241388242,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.6959229042562377,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.01,0.7394565311231979,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,0.1,0.7192760942760943,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,1.0,0.7024842441509108,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,1,second_layer,,,10.0,0.7028835362168695,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.8125917292583958,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.8125917292583958,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.8113183113183112,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.8196602779936114,True,L1,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.8514741431408098,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.8514741431408098,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.8492402659069326,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.8517547267547269,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.7065850815850817,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.710297418630752,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.7331326081326082,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.8007640507640508,True,L2,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.7088189588189588,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.7124449624449625,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.7689501856168522,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.8221747388414057,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.8086635586635587,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.8018324268324268,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.8052641802641802,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.8190019856686522,True,L3,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.8142104808771475,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.8062138478805146,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.8153328153328153,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.8299555382888716,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.8177609427609428,True,L4,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.8032569282569283,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.7812095312095312,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.7824289907623241,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.01,0.8188832772166106,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,0.1,0.8043792627125961,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,1.0,0.7799469049469049,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,2,second_layer,,,10.0,0.7847060347060347,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.7679573512906845,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.7680652680652681,True,L1,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.7658205991539324,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7583419666753,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.792119917119917,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.7898752482085816,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.7865082448415781,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7711193127859794,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.7041785375118709,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.692426400759734,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.6919947336614003,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7141608391608392,True,L2,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.7052469135802469,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.695685487352154,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.7062073728740396,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7318483985150652,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.8705969955969955,True,L3,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.8564383147716481,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.8171674005007339,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7988431321764654,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.8695286195286195,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.8521648104981439,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.8108650608650608,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7938789605456272,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.860981610981611,True,L4,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.8286605369938703,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.7931882931882931,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.7602736769403435,False,L4,base
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.01,0.860981610981611,True,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,0.1,0.8286605369938703,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,1.0,0.7931343348010015,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,3,second_layer,,,10.0,0.777853319519986,False,L4,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.7467517050850384,True,L1,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.1,0.7466977466977466,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,1.0,0.7446149529482863,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,10.0,0.7290641457308124,False,L1,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.7935012518345852,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.1,0.7945156695156695,True,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,1.0,0.7790188206854873,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,10.0,0.736111111111111,False,L1,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.6475330225330226,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.1,0.6548497798497798,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,1.0,0.6976387809721144,False,L2,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,10.0,0.7102434602434603,True,L2,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.6519144435811103,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.1,0.661313994647328,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,1.0,0.714624881291548,True,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,10.0,0.7144630061296727,False,L2,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.7912781662781664,True,L3,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.1,0.7727380644047311,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,1.0,0.7615686782353449,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,10.0,0.7742812742812744,False,L3,base
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.7902097902097903,True,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.1,0.7781339031339032,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,1.0,0.7672343089009755,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,10.0,0.7677631010964344,False,L3,augmented
model_1_all_mpnet_base_v2,early_concat,8,4,second_layer,,,0.01,0.8030195113528448,True,L4,base
