representation,repeat,draw,domain_type,base_roc_auc,enhanced_roc_auc,base_pr_auc,enhanced_pr_auc,base_brier,enhanced_brier,base_log_loss,enhanced_log_loss,delta_auc,delta_pr_auc,delta_brier,delta_log_loss,interpretation_scope
tfidf,1,87,fake,0.92435987784825,0.9191919191919192,0.8151045995400711,0.8209356930077019,0.1243004927985329,0.12447173828702948,0.3974171965949716,0.3931655472368479,-0.0051679586563307955,0.005831093467630777,-0.00017124548849657695,0.004251649358123721,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,88,fake,0.9201315480385247,0.9198966408268734,0.807364187016113,0.8192991019405178,0.1381093510316088,0.1240983442136128,0.4345726563927339,0.39564878013717686,-0.000234907211651314,0.011934914924404794,0.014011006817995997,0.038923876255557044,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,89,fake,0.8971106412966878,0.8964059196617337,0.787548662808919,0.7755719217065639,0.1405677906117308,0.14482139094218602,0.4267394881749815,0.4418133378061167,-0.0007047216349541641,-0.011976741102355137,-0.004253600330455215,-0.015073849631135228,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,90,fake,0.8940568475452196,0.8884190744655861,0.7984683087003179,0.7958436312429453,0.13783624157575458,0.14695213363084866,0.4185949726323055,0.44099584508490586,-0.005637773079633535,-0.002624677457372604,-0.009115892055094083,-0.022400872452600362,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,91,fake,0.9121447028423773,0.9053323937044867,0.7746419940380606,0.7719647867962282,0.1364709480273352,0.13923997966873067,0.43961415011999805,0.44142813210670107,-0.006812309137890549,-0.0026772072418324022,-0.0027690316413954696,-0.0018139819867030171,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,92,fake,0.8787878787878788,0.907916373032652,0.7557629775784921,0.8103040604405644,0.14507783262770557,0.13862566610408578,0.47123683995138976,0.4319588866115093,0.029128494244773262,0.054541082862072265,0.006452166523619796,0.03927795333988049,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,93,fake,0.9109701667841203,0.9182522903453136,0.795026129694324,0.8021037716102063,0.13958048936209838,0.12811792994529875,0.4328261786071955,0.40591163075725534,0.007282123561193288,0.007077641915882338,0.011462559416799634,0.026914547849940185,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,94,fake,0.8921775898520085,0.9109701667841202,0.8074126883182198,0.834224098976179,0.1418517345158318,0.13080979760818356,0.4277897181021479,0.41059807138979376,0.018792576932111782,0.026811410657959223,0.011041936907648237,0.017191646712354125,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,95,fake,0.8790227859995302,0.9227155273666903,0.7894822389912568,0.8105669495880427,0.142443412942938,0.13621712749866288,0.4423789694830855,0.4272391805076453,0.04369274136716006,0.02108471059678585,0.006226285444275115,0.015139788975440216,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,96,fake,0.927883486023021,0.9184871975569651,0.8359445441653056,0.8150281748588758,0.1373808630739407,0.12926417246783858,0.4253252359094376,0.4048325316395073,-0.009396288466055891,-0.020916369306429816,0.008116690606102123,0.02049270426993033,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,97,fake,0.9083861874559548,0.9245947850599013,0.8238511963366469,0.8142978448903293,0.1362364074042493,0.12814324284346942,0.4135191119360704,0.4028816371679759,0.01620859760394655,-0.009553351446317637,0.00809316456077988,0.010637474768094457,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,98,fake,0.9034531360112754,0.9198966408268734,0.8269031122472758,0.8295591039653778,0.12996179753105042,0.12743069113254604,0.4250850824953537,0.39864851981200367,0.016443504815597976,0.0026559917181020465,0.0025311063985043736,0.02643656268335004,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,99,fake,0.9072116513976979,0.9173126614987079,0.8025384950275951,0.8213396243888733,0.13563323521558052,0.12606464483777352,0.42068440490503245,0.3928204548758037,0.010101010101010055,0.0188011293612782,0.009568590377806996,0.027863950029228757,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,100,fake,0.9123796100540287,0.914963589382194,0.8173946045271651,0.8137905642283361,0.13362110491291837,0.12970509983297457,0.4162586020510347,0.4058535452606046,0.0025839793281653423,-0.003604040298828992,0.003916005079943802,0.010405056790430134,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,0,real,0.85882076579751,0.8696264975334742,0.7089953105817833,0.748373796742898,0.1634146827035308,0.15588358194954866,0.522248733561344,0.4667668260045856,0.010805731735964219,0.03937848616111461,0.0075311007539821395,0.05548190755675847,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
