embedding_model,repeat,condition,draw_id,model_level,fusion_method,n,auc,pr_auc,brier,log_loss
model_2_bge_large_en_v1_5,1,random,11,L1,early_concat,142,0.7446558609349306,0.6147545418876185,0.2077455012052781,0.6039366813384951
model_2_bge_large_en_v1_5,1,random,12,L1,early_concat,142,0.7275076344843787,0.5532888956153241,0.22037862341347225,0.6294433085878496
model_2_bge_large_en_v1_5,1,random,13,L1,early_concat,142,0.6868686868686869,0.5113606780762473,0.23378989078983506,0.6591138928347005
model_2_bge_large_en_v1_5,1,random,14,L1,early_concat,142,0.702372562837679,0.5158121611230774,0.23213067145953695,0.6547887831350809
model_2_bge_large_en_v1_5,1,random,15,L1,early_concat,142,0.6596194503171248,0.5186959169931524,0.2363949844614612,0.6647907068699683
model_2_bge_large_en_v1_5,1,random,16,L1,early_concat,142,0.7408973455485084,0.5570363960554552,0.24706754639992082,0.6872786077764402
model_2_bge_large_en_v1_5,1,random,17,L1,early_concat,142,0.6854592435987785,0.5112562725564304,0.23320711966115668,0.6570665765481625
model_2_bge_large_en_v1_5,1,random,18,L1,early_concat,142,0.7432464176650223,0.5732187921171712,0.22333226913749474,0.6367271541395623
model_2_bge_large_en_v1_5,1,random,19,L1,early_concat,142,0.7357293868921776,0.5335595434970242,0.2402792666252659,0.6719031565532813
model_2_bge_large_en_v1_5,1,random,20,L1,early_concat,142,0.7091848719755697,0.5056260967653101,0.2346376390019517,0.6606098909406429
model_2_bge_large_en_v1_5,1,random,21,L1,early_concat,142,0.7054263565891473,0.5290916422296001,0.22650600346662755,0.6431446578797255
model_2_bge_large_en_v1_5,1,random,22,L1,early_concat,142,0.6910970166784121,0.5201083654409037,0.23118529552872794,0.6520444158000703
model_2_bge_large_en_v1_5,1,random,23,L1,early_concat,142,0.7446558609349307,0.5512089759083911,0.23583217516425012,0.6630429819511021
model_2_bge_large_en_v1_5,1,random,24,L1,early_concat,142,0.6814658210007047,0.4929667081355285,0.2427605950893355,0.6785837632406193
model_2_bge_large_en_v1_5,1,random,25,L1,early_concat,142,0.7150575522668545,0.5224167498689877,0.22757699418018376,0.6454149245003435
model_2_bge_large_en_v1_5,1,random,26,L1,early_concat,142,0.7167019027484144,0.572394531527985,0.21372627942517106,0.6153492001722739
model_2_bge_large_en_v1_5,1,random,27,L1,early_concat,142,0.7418369743951139,0.5405043740005918,0.2346881426344355,0.6604854972909343
model_2_bge_large_en_v1_5,1,random,28,L1,early_concat,142,0.7361992013154804,0.5944648417955978,0.22437613981511617,0.6394372328280604
model_2_bge_large_en_v1_5,1,random,29,L1,early_concat,142,0.6549213060840968,0.5010984623532072,0.22557277725989203,0.6402224854037113
model_2_bge_large_en_v1_5,1,random,30,L1,early_concat,142,0.7124735729386892,0.5303919535563613,0.2457625618197136,0.6846378439893736
model_2_bge_large_en_v1_5,1,random,31,L1,early_concat,142,0.6983791402396053,0.4707751639573098,0.24242840341973088,0.6778643274338607
model_2_bge_large_en_v1_5,1,random,32,L1,early_concat,142,0.6600892647404275,0.4573744427825896,0.23928029300762613,0.6698661406369121
model_2_bge_large_en_v1_5,1,random,33,L1,early_concat,142,0.7145877378435518,0.5639120647127639,0.22197549779616907,0.6346861231172711
model_2_bge_large_en_v1_5,1,random,34,L1,early_concat,142,0.7298567066008926,0.5414946927965271,0.23680017171003687,0.6644450074586139
model_2_bge_large_en_v1_5,1,random,35,L1,early_concat,142,0.6640826873385013,0.4686821058230017,0.2415538319127037,0.6747650181579421
model_2_bge_large_en_v1_5,1,random,36,L1,early_concat,142,0.7366690157387832,0.5797413864315463,0.20003784454495277,0.5871068726935745
model_2_bge_large_en_v1_5,1,random,37,L1,early_concat,142,0.7279774489076813,0.5472390813204802,0.22790521513886183,0.6467754193852678
model_2_bge_large_en_v1_5,1,random,38,L1,early_concat,142,0.7049565421658446,0.5184848057125929,0.2330702804212375,0.6566754251497281
model_2_bge_large_en_v1_5,1,random,39,L1,early_concat,142,0.6678412027249236,0.45574701140768636,0.24308988378843335,0.6775707803668946
model_2_bge_large_en_v1_5,1,random,40,L1,early_concat,142,0.7094197791872211,0.5370187904741467,0.23922775577776764,0.6714679855525048
model_2_bge_large_en_v1_5,1,random,41,L1,early_concat,142,0.6842847075405215,0.5096656912663081,0.23524697112224563,0.6619835620087525
model_2_bge_large_en_v1_5,1,random,42,L1,early_concat,142,0.7148226450552032,0.5499571154816795,0.23025253139120175,0.6515828181310682
model_2_bge_large_en_v1_5,1,random,43,L1,early_concat,142,0.7498238195912614,0.6148408065027007,0.20513156869881538,0.5967095204223828
model_2_bge_large_en_v1_5,1,random,44,L1,early_concat,142,0.7434813248766736,0.6275993911535096,0.20005395980242013,0.5873974179714028
model_2_bge_large_en_v1_5,1,random,45,L1,early_concat,142,0.7176415315950201,0.5366775789719354,0.23478332864181095,0.6603878844329766
model_2_bge_large_en_v1_5,1,random,46,L1,early_concat,142,0.7573408503641063,0.5541510878276396,0.2398715883036704,0.671730218792517
model_2_bge_large_en_v1_5,1,random,47,L1,early_concat,142,0.7066008926474042,0.5255184915921498,0.23513958914729102,0.6615273295553228
model_2_bge_large_en_v1_5,1,random,48,L1,early_concat,142,0.6734789758045572,0.5350707216172172,0.24828311576473955,0.6897129645560968
model_2_bge_large_en_v1_5,1,random,49,L1,early_concat,142,0.6901573878318064,0.5350958026791008,0.2444728827601672,0.68204792652967
model_2_bge_large_en_v1_5,1,random,50,L1,early_concat,142,0.7183462532299741,0.539449358968278,0.22171385057926635,0.6327432147557003
model_2_bge_large_en_v1_5,1,real,0,L1,early_concat,142,0.7939863753817242,0.6219912776888848,0.2359168490901485,0.6618224073624768
model_2_bge_large_en_v1_5,2,matched,1,L1,early_concat,142,0.7049565421658445,0.5301494956994541,0.2494630070790121,0.6920730568272659
model_2_bge_large_en_v1_5,2,matched,2,L1,early_concat,142,0.6889828517735495,0.5307124306485401,0.24902373839569117,0.6911943892746112
model_2_bge_large_en_v1_5,2,matched,3,L1,early_concat,142,0.6871035940803383,0.5293607341772685,0.24903460334096258,0.6912161193677717
model_2_bge_large_en_v1_5,2,matched,4,L1,early_concat,142,0.665727037820061,0.45233911849689024,0.24930344608544505,0.6929924356781648
model_2_bge_large_en_v1_5,2,matched,5,L1,early_concat,142,0.6483439041578578,0.45393181009887595,0.24741988394812298,0.6879664044335736
model_2_bge_large_en_v1_5,2,matched,6,L1,early_concat,142,0.6650223161851069,0.4405923445364186,0.24655320968558758,0.6874356709530355
model_2_bge_large_en_v1_5,2,matched,7,L1,early_concat,142,0.689922480620155,0.48820753672048744,0.24803421485682556,0.6891880500470968
model_2_bge_large_en_v1_5,2,matched,8,L1,early_concat,142,0.6993187690862109,0.5166114302255758,0.24947878854329425,0.6921046420212765
model_2_bge_large_en_v1_5,2,matched,9,L1,early_concat,142,0.6377730796335448,0.40943918571617793,0.2515671355440386,0.6977263373927945
model_2_bge_large_en_v1_5,2,matched,10,L1,early_concat,142,0.7317359642941038,0.5802136973935219,0.24582254988502994,0.6847591361328472
model_2_bge_large_en_v1_5,2,matched,11,L1,early_concat,142,0.6434108527131783,0.42718856149621043,0.2514665069588182,0.6976353865596329
model_2_bge_large_en_v1_5,2,matched,12,L1,early_concat,142,0.6283767911674888,0.4453263973106958,0.24676134638482608,0.6880905443172642
model_2_bge_large_en_v1_5,2,matched,13,L1,early_concat,142,0.7000234907211651,0.49241280751225885,0.24765736067999106,0.6884349008290873
model_2_bge_large_en_v1_5,2,matched,14,L1,early_concat,142,0.6711299036880433,0.4680500644220685,0.24859420359972578,0.6903070342549182
model_2_bge_large_en_v1_5,2,matched,15,L1,early_concat,142,0.6499882546394175,0.43421432737208115,0.2517967188333265,0.6982435159888267
model_2_bge_large_en_v1_5,2,matched,16,L1,early_concat,142,0.6718346253229974,0.5060545297955379,0.2458347756198529,0.6847524788873842
model_2_bge_large_en_v1_5,2,matched,17,L1,early_concat,142,0.6643175945501527,0.4542228626137644,0.25109053296034406,0.6967757434344619
model_2_bge_large_en_v1_5,2,matched,18,L1,early_concat,142,0.6398872445384074,0.42394740536840814,0.25135688141594165,0.697153069169567
model_2_bge_large_en_v1_5,2,matched,19,L1,early_concat,142,0.6603241719520788,0.43661704531854717,0.2514174164013531,0.6974840945893926
model_2_bge_large_en_v1_5,2,matched,20,L1,early_concat,142,0.6481089969462063,0.43827499775467477,0.2500711677192332,0.6947907671815692
model_2_bge_large_en_v1_5,2,matched,21,L1,early_concat,142,0.7014329339910735,0.5180335781850591,0.2495087640924684,0.6921645977495836
model_2_bge_large_en_v1_5,2,matched,22,L1,early_concat,142,0.679821470519145,0.47507342506859607,0.2484893557513551,0.6901088481182654
model_2_bge_large_en_v1_5,2,matched,23,L1,early_concat,142,0.6347192858820765,0.4304499041903832,0.25162228781431933,0.6976181568917607
model_2_bge_large_en_v1_5,2,matched,24,L1,early_concat,142,0.599483204134367,0.3959846436830332,0.25104694216086626,0.6967344773672319
model_2_bge_large_en_v1_5,2,matched,25,L1,early_concat,142,0.6753582334977684,0.45154940654884373,0.2507167546349405,0.6959715724596878
model_2_bge_large_en_v1_5,2,matched,26,L1,early_concat,142,0.655626027719051,0.4572594602230172,0.25060071728312283,0.6958172274961624
model_2_bge_large_en_v1_5,2,matched,27,L1,early_concat,142,0.6474042753112521,0.42869376163807915,0.25198967090789626,0.6987065812348383
model_2_bge_large_en_v1_5,2,matched,28,L1,early_concat,142,0.656330749354005,0.43018884020431447,0.24887789775077887,0.6925117881657388
model_2_bge_large_en_v1_5,2,matched,29,L1,early_concat,142,0.6431759455015269,0.4350318210039345,0.251562223300087,0.6975430591144985
model_2_bge_large_en_v1_5,2,matched,30,L1,early_concat,142,0.6964998825463943,0.5428095326563716,0.24580849283641956,0.6847240083545435
model_2_bge_large_en_v1_5,2,matched,31,L1,early_concat,142,0.6755931407094197,0.47842330196094884,0.24833400004103587,0.6897957505297271
model_2_bge_large_en_v1_5,2,matched,32,L1,early_concat,142,0.6203899459713412,0.4139112555655985,0.24732414183709128,0.6893495391501334
model_2_bge_large_en_v1_5,2,matched,33,L1,early_concat,142,0.6504580690627202,0.43149812816571465,0.25010259803174667,0.6945902099988327
model_2_bge_large_en_v1_5,2,matched,34,L1,early_concat,142,0.662673244068593,0.43367799576646915,0.25172407975109623,0.6983499460043963
model_2_bge_large_en_v1_5,2,matched,35,L1,early_concat,142,0.7300916138125441,0.6040365707270368,0.2492814785200846,0.6917099976443369
model_2_bge_large_en_v1_5,2,matched,36,L1,early_concat,142,0.7066008926474043,0.5313831901446949,0.24940133648674123,0.6919497045277346
model_2_bge_large_en_v1_5,2,matched,37,L1,early_concat,142,0.6124031007751938,0.4057403933756281,0.2447608899019405,0.6842662263217356
model_2_bge_large_en_v1_5,2,matched,38,L1,early_concat,142,0.7331454075640121,0.6288082996209048,0.24960322606718957,0.6923535537235634
model_2_bge_large_en_v1_5,2,matched,39,L1,early_concat,142,0.6570354709889593,0.45082358943767853,0.24839811827355468,0.6913932194599435
model_2_bge_large_en_v1_5,2,matched,40,L1,early_concat,142,0.6492835330044633,0.4410995301980206,0.25084610681278113,0.6960508962061732
model_2_bge_large_en_v1_5,2,matched,41,L1,early_concat,142,0.6483439041578576,0.435214332422235,0.2512480413015404,0.6969914557329968
model_2_bge_large_en_v1_5,2,matched,42,L1,early_concat,142,0.677472398402631,0.4603721796849073,0.24974641840397532,0.6938060786066613
model_2_bge_large_en_v1_5,2,matched,43,L1,early_concat,142,0.672774254169603,0.45921906399600987,0.24749971958397746,0.6892527555938138
model_2_bge_large_en_v1_5,2,matched,44,L1,early_concat,142,0.6511627906976745,0.43109967897138335,0.2512808498792104,0.6969700196738465
model_2_bge_large_en_v1_5,2,matched,45,L1,early_concat,142,0.7136481089969462,0.5392281720551546,0.24403280156398752,0.68114485546917
model_2_bge_large_en_v1_5,2,matched,46,L1,early_concat,142,0.6335447498238196,0.4032390700385944,0.2521550586448757,0.6990719212462123
model_2_bge_large_en_v1_5,2,matched,47,L1,early_concat,142,0.6335447498238196,0.4187419505397719,0.2513747334920382,0.6973073468785534
model_2_bge_large_en_v1_5,2,matched,48,L1,early_concat,142,0.6828752642706131,0.4629378470818411,0.2467106408895722,0.6878804287728415
model_2_bge_large_en_v1_5,2,matched,49,L1,early_concat,142,0.6039464411557435,0.3962870981273271,0.247850652306635,0.690260077111249
model_2_bge_large_en_v1_5,2,matched,50,L1,early_concat,142,0.6600892647404276,0.44902826398398676,0.24596581317360247,0.686479534125993
model_2_bge_large_en_v1_5,2,random,1,L1,early_concat,142,0.5863284002818886,0.3873281149896831,0.24504760248277124,0.6846543289485872
model_2_bge_large_en_v1_5,2,random,2,L1,early_concat,142,0.6685459243598779,0.5087824780335193,0.24055793181064283,0.6741509660031288
model_2_bge_large_en_v1_5,2,random,3,L1,early_concat,142,0.6650223161851069,0.4610430727097718,0.2457719073323935,0.6848394077424655
model_2_bge_large_en_v1_5,2,random,4,L1,early_concat,142,0.6983791402396053,0.553204502904915,0.23925658479451273,0.6715269237119287
model_2_bge_large_en_v1_5,2,random,5,L1,early_concat,142,0.7427766032417196,0.6371239103307961,0.23899084527149939,0.671068950290928
model_2_bge_large_en_v1_5,2,random,6,L1,early_concat,142,0.700493305144468,0.5597492251967056,0.24939452623089248,0.6919361391263882
model_2_bge_large_en_v1_5,2,random,7,L1,early_concat,142,0.6344843786704253,0.42598968324981756,0.24196507627325062,0.6779039035285629
model_2_bge_large_en_v1_5,2,random,8,L1,early_concat,142,0.655626027719051,0.4466012838933933,0.2280140002408683,0.6468072990245304
model_2_bge_large_en_v1_5,2,random,9,L1,early_concat,142,0.6044162555790462,0.39906721080301016,0.246316832434311,0.6857421434323512
model_2_bge_large_en_v1_5,2,random,10,L1,early_concat,142,0.6006577401926239,0.4269049702476812,0.2396473154289382,0.6716568117988222
model_2_bge_large_en_v1_5,2,random,11,L1,early_concat,142,0.6979093258163026,0.525102330486046,0.24585186885893032,0.6848141822207543
model_2_bge_large_en_v1_5,2,random,12,L1,early_concat,142,0.6445853887714353,0.46181419278297997,0.2321931775717351,0.6540933199707264
model_2_bge_large_en_v1_5,2,random,13,L1,early_concat,142,0.626732440685929,0.42575665861999873,0.2387764418426759,0.6686056509835049
model_2_bge_large_en_v1_5,2,random,14,L1,early_concat,142,0.6311956777073057,0.4531550269879333,0.24396420391165138,0.6810103581431632
model_2_bge_large_en_v1_5,2,random,15,L1,early_concat,142,0.6464646464646464,0.47631220753008396,0.24275435503537343,0.6786037229346996
model_2_bge_large_en_v1_5,2,random,16,L1,early_concat,142,0.6809960065774019,0.49416160714154045,0.24171437869316037,0.6764954887914539
model_2_bge_large_en_v1_5,2,random,17,L1,early_concat,142,0.6692506459948321,0.5089262435888846,0.24914943780505314,0.6914458388901321
model_2_bge_large_en_v1_5,2,random,18,L1,early_concat,142,0.6112285647169368,0.4197906507279284,0.23196983160242599,0.6543381978112315
model_2_bge_large_en_v1_5,2,random,19,L1,early_concat,142,0.6065304204839088,0.41481815012311696,0.23361468822899037,0.6579627231371967
model_2_bge_large_en_v1_5,2,random,20,L1,early_concat,142,0.5806906272022552,0.38342790696813145,0.23799670573288753,0.6670770547725325
model_2_bge_large_en_v1_5,2,random,21,L1,early_concat,142,0.64200140944327,0.4332303015258123,0.24433934015563397,0.6818486188135825
model_2_bge_large_en_v1_5,2,random,22,L1,early_concat,142,0.6065304204839088,0.39167094977891986,0.2449485171369068,0.6834863513900342
model_2_bge_large_en_v1_5,2,random,23,L1,early_concat,142,0.6316654921306084,0.4939717809217702,0.24920244985162898,0.6915520703942016
model_2_bge_large_en_v1_5,2,random,24,L1,early_concat,142,0.6734789758045572,0.4835229572942128,0.23553597565673542,0.666162806299711
model_2_bge_large_en_v1_5,2,random,25,L1,early_concat,142,0.6809960065774019,0.511935974353615,0.23412573688802707,0.6594420508096024
model_2_bge_large_en_v1_5,2,random,26,L1,early_concat,142,0.6236786469344608,0.47991218650335804,0.24432028423465013,0.6817258765208746
model_2_bge_large_en_v1_5,2,random,27,L1,early_concat,142,0.6441155743481325,0.4401230476020087,0.2455728622319181,0.6842450452390618
model_2_bge_large_en_v1_5,2,random,28,L1,early_concat,142,0.6551562132957481,0.4695832352632,0.23260666535917415,0.6570509580923858
model_2_bge_large_en_v1_5,2,random,29,L1,early_concat,142,0.5799859055673009,0.3766874112056355,0.2407646172120582,0.6751712457165102
model_2_bge_large_en_v1_5,2,random,30,L1,early_concat,142,0.6551562132957482,0.44490304832771166,0.23882729686822213,0.6701336846135606
model_2_bge_large_en_v1_5,2,random,31,L1,early_concat,142,0.6760629551327224,0.5153583914004926,0.2437861758834701,0.6806575287821532
model_2_bge_large_en_v1_5,2,random,32,L1,early_concat,142,0.6838148931172187,0.46090998260369254,0.23680293903220567,0.667724009302992
model_2_bge_large_en_v1_5,2,random,33,L1,early_concat,142,0.6575052854122623,0.5240928721972572,0.24458882401580576,0.6822719840977487
model_2_bge_large_en_v1_5,2,random,34,L1,early_concat,142,0.6239135541461122,0.45308476549483057,0.24246443866654177,0.6771029417440781
model_2_bge_large_en_v1_5,2,random,35,L1,early_concat,142,0.6471693680996007,0.43690622686374214,0.2396472684144747,0.6713635496159035
model_2_bge_large_en_v1_5,2,random,36,L1,early_concat,142,0.6297862344373972,0.4652390612921767,0.2421189455906668,0.6772838025787501
model_2_bge_large_en_v1_5,2,random,37,L1,early_concat,142,0.614282358468405,0.4199383637857949,0.2412438664621303,0.6754312246730544
model_2_bge_large_en_v1_5,2,random,38,L1,early_concat,142,0.6124031007751939,0.409327936192453,0.2335067184721989,0.6589530596429112
model_2_bge_large_en_v1_5,2,random,39,L1,early_concat,142,0.6542165844491425,0.5017697199499529,0.23221333766850538,0.6549935644191142
model_2_bge_large_en_v1_5,2,random,40,L1,early_concat,142,0.5959595959595959,0.41420897111999655,0.23421762373571894,0.6590215561647881
model_2_bge_large_en_v1_5,2,random,41,L1,early_concat,142,0.6575052854122622,0.44796343934372146,0.24718166351260737,0.6874755851717436
model_2_bge_large_en_v1_5,2,random,42,L1,early_concat,142,0.5865633074935401,0.3645267811700018,0.24300005041203457,0.6803594824988727
model_2_bge_large_en_v1_5,2,random,43,L1,early_concat,142,0.7103594080338267,0.5381161468988703,0.23302647255123216,0.6583849441181903
model_2_bge_large_en_v1_5,2,random,44,L1,early_concat,142,0.6015973690392296,0.4236108925167279,0.23738349629274236,0.665471918007131
model_2_bge_large_en_v1_5,2,random,45,L1,early_concat,142,0.6896875734085035,0.49465757774198305,0.22251246119200435,0.6354660744241271
model_2_bge_large_en_v1_5,2,random,46,L1,early_concat,142,0.5966643175945501,0.38656501810500843,0.24594520500515502,0.6854232158007147
model_2_bge_large_en_v1_5,2,random,47,L1,early_concat,142,0.696969696969697,0.49066318306631757,0.2497053724574424,0.6925578833446924
model_2_bge_large_en_v1_5,2,random,48,L1,early_concat,142,0.6878083157152926,0.5112328031617974,0.2486148857987759,0.6903766777508024
model_2_bge_large_en_v1_5,2,random,49,L1,early_concat,142,0.6180408738548274,0.40051757189415177,0.24489028251597297,0.6826315625728302
model_2_bge_large_en_v1_5,2,random,50,L1,early_concat,142,0.5976039464411558,0.43438628649737265,0.2431397034199884,0.6798285110274301
model_2_bge_large_en_v1_5,2,real,0,L1,early_concat,142,0.7096546863988724,0.5422218378480218,0.22711583208358596,0.643716998758581
model_2_bge_large_en_v1_5,3,matched,1,L1,early_concat,142,0.7185811604416256,0.5322098857504264,0.2421598172978322,0.6773749186096367
model_2_bge_large_en_v1_5,3,matched,2,L1,early_concat,142,0.7286821705426356,0.5264666783926527,0.24615038658832028,0.6854194588566189
model_2_bge_large_en_v1_5,3,matched,3,L1,early_concat,142,0.7021376556260278,0.5186964050295273,0.23363702802080596,0.6572107204173118
model_2_bge_large_en_v1_5,3,matched,4,L1,early_concat,142,0.7369039229504346,0.5553066569012756,0.2372471413008016,0.6674896380493343
model_2_bge_large_en_v1_5,3,matched,5,L1,early_concat,142,0.7244538407329105,0.5397112474234578,0.23712251198907058,0.6672392234700806
model_2_bge_large_en_v1_5,3,matched,6,L1,early_concat,142,0.7185811604416255,0.5442624363142946,0.24476493563332458,0.6826115185643401
model_2_bge_large_en_v1_5,3,matched,7,L1,early_concat,142,0.7298567066008926,0.5428667317393219,0.24577754435181856,0.6846748665648958
model_2_bge_large_en_v1_5,3,matched,8,L1,early_concat,142,0.7418369743951139,0.5686674371508105,0.24062988483857506,0.6743181075960379
model_2_bge_large_en_v1_5,3,matched,9,L1,early_concat,142,0.7343199436222693,0.5796914336320291,0.2410462629970052,0.6751619630594191
model_2_bge_large_en_v1_5,3,matched,10,L1,early_concat,142,0.7272727272727273,0.5433494512957638,0.24153381943383548,0.6761263522614378
model_2_bge_large_en_v1_5,3,matched,11,L1,early_concat,142,0.7357293868921776,0.5786485417333854,0.24147851428350148,0.6760344082594993
model_2_bge_large_en_v1_5,3,matched,12,L1,early_concat,142,0.7509983556495184,0.6072521752274734,0.23533669379549743,0.6636821520481915
model_2_bge_large_en_v1_5,3,matched,13,L1,early_concat,142,0.6972046041813483,0.5236793430984642,0.2327527375115758,0.655905494984205
model_2_bge_large_en_v1_5,3,matched,14,L1,early_concat,142,0.740192623913554,0.5584833600209325,0.24185490768636417,0.6767747065171892
model_2_bge_large_en_v1_5,3,matched,15,L1,early_concat,142,0.7293868921775899,0.5286905902537146,0.24681074719649942,0.6867403160868708
model_2_bge_large_en_v1_5,3,matched,16,L1,early_concat,142,0.7230443974630021,0.5644920834831983,0.23538336756725897,0.6637211968328021
model_2_bge_large_en_v1_5,3,matched,17,L1,early_concat,142,0.7366690157387832,0.5470005839303274,0.2460519202051452,0.6852254534082965
model_2_bge_large_en_v1_5,3,matched,18,L1,early_concat,142,0.7319708715057551,0.5879532605060055,0.24393322818169805,0.680966454539268
model_2_bge_large_en_v1_5,3,matched,19,L1,early_concat,142,0.7315010570824524,0.552454861194225,0.24260618451825722,0.6782908288975683
model_2_bge_large_en_v1_5,3,matched,20,L1,early_concat,142,0.7376086445853889,0.5595631417107466,0.24094214137696662,0.6749404363422161
model_2_bge_large_en_v1_5,3,matched,21,L1,early_concat,142,0.7357293868921777,0.5465416029713397,0.24156593432266243,0.6761793073095158
model_2_bge_large_en_v1_5,3,matched,22,L1,early_concat,142,0.7359642941038289,0.5638987486604136,0.23704670956771573,0.6670904738749731
model_2_bge_large_en_v1_5,3,matched,23,L1,early_concat,142,0.7157622739018087,0.5038151455232583,0.24676116386396554,0.6866415888672832
model_2_bge_large_en_v1_5,3,matched,24,L1,early_concat,142,0.7364341085271319,0.540166593373875,0.2499065818459334,0.6929602367319537
model_2_bge_large_en_v1_5,3,matched,25,L1,early_concat,142,0.744186046511628,0.5951530373023582,0.23593177240792515,0.6648685316914864
model_2_bge_large_en_v1_5,3,matched,26,L1,early_concat,142,0.7448907681465821,0.5687515958854723,0.24065375183690246,0.6743562912101789
model_2_bge_large_en_v1_5,3,matched,27,L1,early_concat,142,0.7275076344843786,0.5432624286552713,0.2373687274036557,0.6677306114111644
model_2_bge_large_en_v1_5,3,matched,28,L1,early_concat,142,0.716466995536763,0.5438047599231199,0.24050252278282314,0.6740234522557198
model_2_bge_large_en_v1_5,3,matched,29,L1,early_concat,142,0.7448907681465821,0.6084696459764284,0.24890508051367252,0.6909571258921536
model_2_bge_large_en_v1_5,3,matched,30,L1,early_concat,142,0.7514681700728213,0.5782761221231271,0.24383201408254226,0.6807518318289891
model_2_bge_large_en_v1_5,3,matched,31,L1,early_concat,142,0.7378435517970401,0.5412405621149382,0.24139758033738662,0.6758552332432161
model_2_bge_large_en_v1_5,3,matched,32,L1,early_concat,142,0.7329105003523608,0.5257591068075397,0.24607928771580584,0.6852779147939998
model_2_bge_large_en_v1_5,3,matched,33,L1,early_concat,142,0.7343199436222693,0.5796914336320291,0.2410462629970052,0.6751619630594191
model_2_bge_large_en_v1_5,3,matched,34,L1,early_concat,142,0.7256283767911675,0.5352542502500426,0.24568200599005038,0.6844867367235077
model_2_bge_large_en_v1_5,3,matched,35,L1,early_concat,142,0.7249236551562133,0.5026013379698095,0.2463137082941312,0.6857456684364378
model_2_bge_large_en_v1_5,3,matched,36,L1,early_concat,142,0.763683345078694,0.6201298281061902,0.23100497137255946,0.6549450851168135
model_2_bge_large_en_v1_5,3,matched,37,L1,early_concat,142,0.7470049330514446,0.5997421964884081,0.23579768951029048,0.6645896894884212
model_2_bge_large_en_v1_5,3,matched,38,L1,early_concat,142,0.7235142118863048,0.5861929004401862,0.24410714487740418,0.6813150968406828
model_2_bge_large_en_v1_5,3,matched,39,L1,early_concat,142,0.7477096546863988,0.5577563566462869,0.24551755443113402,0.6841553367939849
model_2_bge_large_en_v1_5,3,matched,40,L1,early_concat,142,0.7425416960300681,0.5591681412237207,0.24595358749822094,0.6850290014343084
model_2_bge_large_en_v1_5,3,matched,41,L1,early_concat,142,0.7249236551562134,0.5172168617300307,0.24637786980786647,0.6858773969561613
model_2_bge_large_en_v1_5,3,matched,42,L1,early_concat,142,0.7037820061075873,0.5189527971160897,0.24528262816970955,0.6836482878101029
model_2_bge_large_en_v1_5,3,matched,43,L1,early_concat,142,0.7385482734319944,0.534345603173161,0.2457403489649776,0.6846000005459558
model_2_bge_large_en_v1_5,3,matched,44,L1,early_concat,142,0.7035470988959363,0.5157913454915982,0.24169730982783438,0.6764420075330944
model_2_bge_large_en_v1_5,3,matched,45,L1,early_concat,142,0.7162320883251116,0.5354224040400748,0.24209721440655435,0.6772511005263462
model_2_bge_large_en_v1_5,3,matched,46,L1,early_concat,142,0.7068357998590558,0.5105523645189692,0.2475686981845832,0.6882491832371902
model_2_bge_large_en_v1_5,3,matched,47,L1,early_concat,142,0.7253934695795161,0.5311768851283534,0.24169983284937377,0.676456245890705
model_2_bge_large_en_v1_5,3,matched,48,L1,early_concat,142,0.7514681700728213,0.5782761221231271,0.24383201408254226,0.6807518318289891
model_2_bge_large_en_v1_5,3,matched,49,L1,early_concat,142,0.7331454075640123,0.5436929406373923,0.2415563663785126,0.6761549979067432
model_2_bge_large_en_v1_5,3,matched,50,L1,early_concat,142,0.7235142118863049,0.5222159520686108,0.2416092319428855,0.676275549176704
model_2_bge_large_en_v1_5,3,random,1,L1,early_concat,142,0.6149870801033591,0.4438296661662067,0.23820321348562562,0.6675549964861224
model_2_bge_large_en_v1_5,3,random,2,L1,early_concat,142,0.7275076344843787,0.5434512295274729,0.24523241408019975,0.6835886282014851
model_2_bge_large_en_v1_5,3,random,3,L1,early_concat,142,0.6612638007986845,0.48775071525990804,0.23354869700824907,0.6588783127318436
model_2_bge_large_en_v1_5,3,random,4,L1,early_concat,142,0.6375381724218934,0.4424431485382555,0.23609806707065162,0.6639489906763448
model_2_bge_large_en_v1_5,3,random,5,L1,early_concat,142,0.7051914493774959,0.5441309173728248,0.2465796326209707,0.6862800609505999
model_2_bge_large_en_v1_5,3,random,6,L1,early_concat,142,0.6645525017618041,0.49150475916366987,0.2359181408773098,0.6629771726171637
model_2_bge_large_en_v1_5,3,random,7,L1,early_concat,142,0.6842847075405215,0.5345859497161147,0.23948329496764506,0.6720057213257539
model_2_bge_large_en_v1_5,3,random,8,L1,early_concat,142,0.679821470519145,0.4972632623826495,0.24195096278625167,0.6769776302875788
model_2_bge_large_en_v1_5,3,random,9,L1,early_concat,142,0.6415315950199673,0.44920808115939936,0.23311984056702084,0.6571461360148787
model_2_bge_large_en_v1_5,3,random,10,L1,early_concat,142,0.7242189335212591,0.5469310270214902,0.2490013130652385,0.6911496615324761
model_2_bge_large_en_v1_5,3,random,11,L1,early_concat,142,0.7035470988959361,0.5490463959619323,0.23408649815356292,0.6614968991095305
model_2_bge_large_en_v1_5,3,random,12,L1,early_concat,142,0.676297862344374,0.48905617914622734,0.24128784649531188,0.6744042040009478
