embedding_model,repeat,condition,draw_id,domain_variant,model_level,fusion_method,n,base_auc,augmented_auc,delta_auc,base_pr_auc,augmented_pr_auc,delta_pr_auc,base_brier,augmented_brier,delta_brier,base_log_loss,augmented_log_loss,delta_log_loss
model_1_all_mpnet_base_v2,5,fake_d,27,Fake-D,L3,early_concat,142,0.681700728212356,0.6976744186046512,0.015973690392295126,0.5242767841267666,0.5490400896265987,0.024763305499832078,0.21064389341188963,0.20439742859033164,0.006246464821557995,0.6242310534809912,0.6207085013771712,0.0035225521038200203
model_1_all_mpnet_base_v2,5,fake_d,28,Fake-D,L3,early_concat,142,0.6737138830162086,0.6800563777307963,0.006342494714587699,0.47869456064266735,0.5339544124628748,0.05525985182020743,0.2172142470258942,0.21234162459249,0.0048726224334041945,0.648205909933686,0.639648544015487,0.008557365918199
model_1_all_mpnet_base_v2,5,fake_d,29,Fake-D,L3,early_concat,142,0.7279774489076815,0.7270378200610759,-0.0009396288466055891,0.6500521631709971,0.6255892121862587,-0.024462950984738385,0.1862123312944605,0.18596647567183977,0.000245855622620722,0.6407810099698074,0.6619528658389154,-0.02117185586910808
model_1_all_mpnet_base_v2,5,fake_d,30,Fake-D,L3,early_concat,142,0.680996006577402,0.68404980032887,0.0030537937514679703,0.5188862608639184,0.5421412299722359,0.02325496910831748,0.2091596191897431,0.20624082165241064,0.002918797537332457,0.6246254625577005,0.6358237254348541,-0.011198262877153642
model_1_all_mpnet_base_v2,5,fake_d,31,Fake-D,L3,early_concat,142,0.7011980267794221,0.7035470988959361,0.0023490721165140283,0.589496725229125,0.6100812517651321,0.020584526536007064,0.20734931041696789,0.19937466892809866,0.007974641488869227,0.6199831993653327,0.6157941125770156,0.004189086788317198
model_1_all_mpnet_base_v2,5,fake_d,32,Fake-D,L3,early_concat,142,0.7159971811134603,0.7188160676532769,0.0028188865398165452,0.5158060934906121,0.5298505355654832,0.0140444420748711,0.19956084838519206,0.19726056556005314,0.0023002828251389162,0.6093656142606874,0.6117351684381546,-0.0023695541774672035
model_1_all_mpnet_base_v2,5,fake_d,33,Fake-D,L3,early_concat,142,0.6488137185811604,0.6664317594550152,0.017618040873854768,0.4265402473164471,0.4463445307502505,0.019804283433803416,0.22985908149877263,0.22487716159586604,0.004981919902906584,0.7269581409470419,0.739322099974457,-0.01236395902741505
model_1_all_mpnet_base_v2,5,fake_d,34,Fake-D,L3,early_concat,142,0.7134132017852948,0.7345548508339207,0.02114164904862592,0.5361470633241006,0.5404549687138984,0.004307905389797861,0.20030583866698767,0.19099635343736238,0.009309485229625297,0.6185759952488717,0.6127397513995325,0.005836243849339229
model_1_all_mpnet_base_v2,5,fake_d,35,Fake-D,L3,early_concat,142,0.7354944796805261,0.7380784590086916,0.0025839793281655643,0.5479175137478968,0.5776272042447613,0.02970969049686456,0.1962576489992147,0.19034012404191245,0.005917524957302245,0.5916777961072002,0.5888905104567149,0.0027872856504852495
model_1_all_mpnet_base_v2,5,fake_d,36,Fake-D,L3,early_concat,142,0.6976744186046511,0.7105943152454781,0.012919896640827044,0.5732785480654237,0.5730842777967449,-0.00019427026867879782,0.20334450737568124,0.19448528953872576,0.00885921783695548,0.6266485211122257,0.6336012950852027,-0.006952773972977
model_1_all_mpnet_base_v2,5,fake_d,37,Fake-D,L3,early_concat,142,0.7185811604416255,0.7143528306319004,-0.004228329809725095,0.5760789941429121,0.6027645675300812,0.026685573387169148,0.19525413463511554,0.19391794568948859,0.0013361889456269538,0.5941646219071112,0.6027715770119421,-0.008606955104830893
model_1_all_mpnet_base_v2,5,fake_d,38,Fake-D,L3,early_concat,142,0.7112990368804323,0.7120037585153864,0.0007047216349541641,0.5566954999614194,0.5570607602199249,0.00036526025850547317,0.20235363672158582,0.20227338230366748,8.025441791834065e-05,0.616742746149074,0.6276682767837499,-0.01092553063467594
model_1_all_mpnet_base_v2,5,fake_d,39,Fake-D,L3,early_concat,142,0.6335447498238196,0.6584449142588676,0.024900164435048056,0.509838803904747,0.5264989670278625,0.016660163123115468,0.22565268658084117,0.2215276048846968,0.004125081696144367,0.6695981942816237,0.6673986379102962,0.0021995563713275157
model_1_all_mpnet_base_v2,5,fake_d,40,Fake-D,L3,early_concat,142,0.7636833450786938,0.7862344373972281,0.02255109231853425,0.5598586338123307,0.6105088532056765,0.0506502193933458,0.18859464080081056,0.17797502877834642,0.010619612022464142,0.5626517374445259,0.5331962419592936,0.029455495485232297
model_1_all_mpnet_base_v2,5,fake_d,41,Fake-D,L3,early_concat,142,0.6483439041578577,0.6448202959830867,-0.0035236081747710424,0.5140541716230798,0.47550641281327066,-0.038547758809809096,0.22528433962031014,0.22919363244294494,-0.003909292822634802,0.6816375656982572,0.7165060813573082,-0.034868515659051025
model_1_all_mpnet_base_v2,5,fake_d,42,Fake-D,L3,early_concat,142,0.7343199436222693,0.7364341085271318,0.002114164904862492,0.6243276759969879,0.6293037196723815,0.0049760436753936155,0.1922352189038969,0.19273946990121876,-0.0005042509973218756,0.5690838182752912,0.577791100510437,-0.00870728223514583
model_1_all_mpnet_base_v2,5,fake_d,43,Fake-D,L3,early_concat,142,0.7131782945736435,0.7087150575522668,-0.0044632370213766315,0.49716741059010655,0.5384256693429055,0.041258258752798926,0.2019160841697836,0.20523844990577322,-0.003322365735989624,0.5976084769411314,0.6131630018548411,-0.015554524913709677
model_1_all_mpnet_base_v2,5,fake_d,44,Fake-D,L3,early_concat,142,0.6934460887949261,0.6922715527366691,-0.0011745360582570141,0.5517894223341805,0.5680554630762945,0.01626604074211402,0.21366744627570536,0.21288785734634705,0.0007795889293583103,0.6623020219132056,0.6638093173435724,-0.0015072954303667618
model_1_all_mpnet_base_v2,5,fake_d,45,Fake-D,L3,early_concat,142,0.6490486257928118,0.6553911205073996,0.00634249471458781,0.4547141811644695,0.4578685774113401,0.003154396246870639,0.22698860512732505,0.22320481255428504,0.0037837925730400124,0.7745722675961941,0.7813340035263198,-0.006761735930125634
model_1_all_mpnet_base_v2,5,fake_d,46,Fake-D,L3,early_concat,142,0.6744186046511628,0.6986140474512568,0.024195442800094003,0.45114488189349256,0.48847254415460106,0.03732766226110851,0.2209172476219094,0.2112096490940779,0.009707598527831485,0.6786935707015,0.6651546513321115,0.013538919369388558
model_1_all_mpnet_base_v2,5,fake_d,47,Fake-D,L3,early_concat,142,0.6873385012919897,0.6849894291754757,-0.0023490721165140283,0.5328362451718897,0.5185623925795908,-0.014273852592298852,0.20738237592848477,0.21136773198113537,-0.0039853560526506016,0.6146471981972356,0.6427626546048276,-0.028115456407592054
model_1_all_mpnet_base_v2,5,fake_d,48,Fake-D,L3,early_concat,142,0.7451256753582335,0.7533474277660324,0.008221752407798877,0.5611097047643043,0.5768671250042108,0.01575742023990645,0.18716585508714997,0.18450170621139164,0.002664148875758332,0.5956422777240967,0.6000576695221063,-0.004415391798009538
model_1_all_mpnet_base_v2,5,fake_d,49,Fake-D,L3,early_concat,142,0.6612638007986845,0.6654921306084097,0.0042283298097252064,0.4104272991700507,0.4331473403810278,0.022720041210977093,0.2362736600337215,0.24109100079631934,-0.004817340762597849,0.7646907699610331,0.7809834354041217,-0.016292665443088605
model_1_all_mpnet_base_v2,5,fake_d,50,Fake-D,L3,early_concat,142,0.6459948320413437,0.6365985435752878,-0.009396288466055891,0.48284870445555506,0.5009055731722744,0.0180568687167193,0.22322518065894822,0.2282880007665263,-0.005062820107578081,0.7724188480388702,0.7807004644517396,-0.008281616412869397
model_1_all_mpnet_base_v2,5,real,0,D-P,L3,early_concat,142,0.8005637773079632,0.7726098191214471,-0.027953958186516137,0.6785598447546166,0.6569648453970365,-0.021594999357580136,0.19155430503249218,0.19408965193204708,-0.0025353468995548967,0.5685025048708596,0.5729988389513692,-0.004496334080509534
model_1_all_mpnet_base_v2,6,fake_d,1,Fake-D,L3,early_concat,142,0.7354944796805262,0.7498238195912615,0.014329339910735372,0.5857408258771759,0.5852487855564454,-0.0004920403207304691,0.196024429499606,0.18834707137545326,0.007677358124152739,0.5878144259092121,0.5760051659884867,0.011809259920725346
model_1_all_mpnet_base_v2,6,fake_d,2,Fake-D,L3,early_concat,142,0.7253934695795161,0.7535823349776838,0.028188865398167673,0.5842080343451859,0.6284700565578477,0.044262022212661845,0.19719324525757237,0.18343763536988336,0.013755609887689008,0.5892612968703846,0.5659735362190145,0.02328776065137017
model_1_all_mpnet_base_v2,6,fake_d,3,Fake-D,L3,early_concat,142,0.702842377260982,0.72774254169603,0.024900164435048056,0.5628128103400879,0.5666182208332415,0.003805410493153638,0.20504825985504402,0.19823845376552948,0.006809806089514536,0.6002468049101257,0.5953640822802457,0.0048827226298799875
model_1_all_mpnet_base_v2,6,fake_d,4,Fake-D,L3,early_concat,142,0.7174066243833686,0.7463002114164905,0.028893587033121948,0.558409561895746,0.5701566128649904,0.011747050969244444,0.20344111175325147,0.19135751511573096,0.01208359663752051,0.593575160367525,0.5711001115418222,0.022475048825702837
model_1_all_mpnet_base_v2,6,fake_d,5,Fake-D,L3,early_concat,142,0.7019027484143763,0.732440685929058,0.0305379375146817,0.572949738290259,0.6286810741407585,0.0557313358504995,0.20063188044289865,0.18795330598044593,0.012678574462452713,0.602984474928194,0.5793738624161463,0.023610612512047657
model_1_all_mpnet_base_v2,6,fake_d,6,Fake-D,L3,early_concat,142,0.6880432229269439,0.7026074700493304,0.014564247122386575,0.49924351293869773,0.5348337261825604,0.03559021324386269,0.21662097962067342,0.2138103592346509,0.002810620386022533,0.6578044982145046,0.6574425780288121,0.00036192018569247697
model_1_all_mpnet_base_v2,6,fake_d,7,Fake-D,L3,early_concat,142,0.6687808315715292,0.6856941508104298,0.016913319238900604,0.5557483208179106,0.5502696923980394,-0.005478628419871234,0.2107879896583999,0.2029876713475131,0.007800318310886789,0.6495941757475918,0.6423707579929894,0.007223417754602446
model_1_all_mpnet_base_v2,6,fake_d,8,Fake-D,L3,early_concat,142,0.6624383368569415,0.6800563777307964,0.01761804087385488,0.47565155711802654,0.5340437594892334,0.0583922023712069,0.22115788639373757,0.21392268246805143,0.0072352039256861345,0.6629906282110393,0.6482680559757424,0.014722572235296827
model_1_all_mpnet_base_v2,6,fake_d,9,Fake-D,L3,early_concat,142,0.692271552736669,0.716466995536763,0.024195442800094003,0.5235691522141267,0.5301781132667174,0.006608961052590678,0.21034204240681095,0.20322429341553808,0.007117748991272876,0.6419652977484704,0.6422561839307112,-0.0002908861822407127
model_1_all_mpnet_base_v2,6,fake_d,10,Fake-D,L3,early_concat,142,0.8235846840498003,0.8240544984731031,0.00046981442330273904,0.6961527903670459,0.6964319580637609,0.0002791676967149881,0.16039073067481027,0.15615819596082087,0.004232534713989405,0.5228520607965863,0.5189327372861463,0.003919323510439998
model_1_all_mpnet_base_v2,6,fake_d,11,Fake-D,L3,early_concat,142,0.6732440685929058,0.7009631195677708,0.027719050974865045,0.5398341805881128,0.5629633545710007,0.02312917398288783,0.2169619413310308,0.20304510999637204,0.013916831334658764,0.7246302708027706,0.7031515021841286,0.021478768618642063
model_1_all_mpnet_base_v2,6,fake_d,12,Fake-D,L3,early_concat,142,0.6469344608879493,0.6800563777307964,0.033121916842847154,0.4339507051831052,0.47730177462660844,0.043351069443503254,0.22580407290306687,0.21700654866764701,0.008797524235419851,0.7111060508760925,0.6960062792712896,0.015099771604802914
model_1_all_mpnet_base_v2,6,fake_d,13,Fake-D,L3,early_concat,142,0.7632135306553912,0.7599248296922715,-0.0032887009631197284,0.5486356796223948,0.5587876326196369,0.010151952997242142,0.18449863574964984,0.1882181588172779,-0.003719523067628072,0.5581830394725122,0.5791318243813864,-0.020948784908874196
model_1_all_mpnet_base_v2,6,fake_d,14,Fake-D,L3,early_concat,142,0.7190509748649283,0.7214000469814422,0.0023490721165139172,0.5882712236755263,0.5972641118129481,0.008992888137421828,0.20303294625729362,0.20250677347878604,0.0005261727785075831,0.6147595831860629,0.6160267303365283,-0.0012671471504653864
model_1_all_mpnet_base_v2,6,fake_d,15,Fake-D,L3,early_concat,142,0.7159971811134601,0.7533474277660325,0.03735024665257236,0.5752803437232897,0.582610143938969,0.007329800215679305,0.19624783419860997,0.180732276748307,0.015515557450302975,0.5902106416516572,0.5544883724780422,0.035722269173614984
model_1_all_mpnet_base_v2,6,fake_d,16,Fake-D,L3,early_concat,142,0.7286821705426357,0.7235142118863049,-0.0051679586563307955,0.5449636364194127,0.5694739728286878,0.024510336409275135,0.20141606925998615,0.20330326963536785,-0.0018872003753817035,0.5969811206084177,0.6156627297936564,-0.018681609185238757
model_1_all_mpnet_base_v2,6,fake_d,17,Fake-D,L3,early_concat,142,0.7639182522903454,0.7813013859525487,0.017383133662203343,0.5726144528443846,0.6432221629240514,0.07060771007966682,0.18662001943606304,0.17512699296458592,0.011493026471477125,0.5515751057158081,0.52578859179392,0.025786513921888132
model_1_all_mpnet_base_v2,6,fake_d,18,Fake-D,L3,early_concat,142,0.693446088794926,0.7138830162085976,0.020436927413671646,0.5038953366788983,0.5206972142222613,0.016801877543363042,0.2145504051557697,0.20703177327135827,0.007518631884411431,0.6140918620107028,0.6013920900558645,0.01269977195483829
model_1_all_mpnet_base_v2,6,fake_d,19,Fake-D,L3,early_concat,142,0.6605590791637304,0.7040169133192389,0.04345783415550852,0.5029712382039305,0.5454686911942661,0.04249745299033558,0.2128163896382947,0.20337233699898466,0.00944405263931003,0.6206072152379399,0.6035367856990455,0.017070429538894483
model_1_all_mpnet_base_v2,6,fake_d,20,Fake-D,L3,early_concat,142,0.7183462532299741,0.7237491190979563,0.0054028658679821095,0.5734945565369658,0.6151166113245456,0.041622054787579854,0.20178394815451528,0.1985302536562683,0.003253694498246973,0.6128953564744575,0.6115700375030285,0.001325318971428957
model_1_all_mpnet_base_v2,6,fake_d,21,Fake-D,L3,early_concat,142,0.6920366455250178,0.7155273666901574,0.023490721165139616,0.594539320988198,0.6307195499769724,0.03618022898877449,0.20833891071427807,0.19689638842882232,0.011442522285455753,0.6086359258833632,0.5977868475017286,0.010849078381634625
model_1_all_mpnet_base_v2,6,fake_d,22,Fake-D,L3,early_concat,142,0.7063659854357528,0.715292459478506,0.008926474042753152,0.5237793822022019,0.5414698098110362,0.017690427608834325,0.20374040985589018,0.20197383474511646,0.001766575110773716,0.6474687348179917,0.6526212386408208,-0.005152503822829058
model_1_all_mpnet_base_v2,6,fake_d,23,Fake-D,L3,early_concat,142,0.6718346253229974,0.6901573878318065,0.018322762508809043,0.5067487342561596,0.5087747661229693,0.002026031866809719,0.22055732364560693,0.21250837785370194,0.008048945791904988,0.6623991732664631,0.6584023744047535,0.003996798861709672
model_1_all_mpnet_base_v2,6,fake_d,24,Fake-D,L3,early_concat,142,0.6859290580220813,0.6910970166784121,0.0051679586563307955,0.5251435357723038,0.5478290809133407,0.022685545141036934,0.20921227895898084,0.2079633266654523,0.0012489522935285324,0.631419878985333,0.6369819777017768,-0.005562098716443753
model_1_all_mpnet_base_v2,6,fake_d,25,Fake-D,L3,early_concat,142,0.6624383368569414,0.6964998825463942,0.034061545689452744,0.49520406663496,0.5490099822135529,0.05380591557859288,0.2180115321274292,0.20663867271344952,0.011372859413979669,0.6530391441787203,0.6298539260115906,0.023185218167129706
model_1_all_mpnet_base_v2,6,fake_d,26,Fake-D,L3,early_concat,142,0.6943857176415317,0.7293868921775898,0.03500117453605811,0.5364063909952569,0.5684746625842262,0.0320682715889693,0.20702892657275607,0.19524988729757695,0.01177903927517912,0.611478516927419,0.5898249522571991,0.021653564670219838
model_1_all_mpnet_base_v2,6,fake_d,27,Fake-D,L3,early_concat,142,0.6361287291519849,0.680526192154099,0.04439746300211411,0.481574952258483,0.5389552151678667,0.057380262909383695,0.22334456973020037,0.2088974691311285,0.014447100599071866,0.6645812212652963,0.6526544405675592,0.011926780697737116
model_1_all_mpnet_base_v2,6,fake_d,28,Fake-D,L3,early_concat,142,0.6349541930937279,0.6687808315715292,0.03382663847780132,0.5466591650701221,0.5701952785496245,0.023536113479502352,0.21977330429617076,0.20912295352441226,0.010650350771758493,0.6527013422927099,0.6374304710149542,0.015270871277755727
model_1_all_mpnet_base_v2,6,fake_d,29,Fake-D,L3,early_concat,142,0.7305614282358468,0.7455954897815362,0.015034061545689426,0.5656384944225352,0.6115447272933333,0.04590623287079809,0.19674479181788676,0.1896534887880196,0.0070913030298671575,0.5791396434657275,0.5725680241182765,0.0065716193474510964
model_1_all_mpnet_base_v2,6,fake_d,30,Fake-D,L3,early_concat,142,0.7148226450552032,0.7338501291989664,0.019027484143763207,0.5940186321127732,0.636479255119581,0.04246062300680786,0.1884072266455048,0.18217693812378097,0.006230288521723831,0.5847072042668683,0.5703283976269968,0.014378806639871455
model_1_all_mpnet_base_v2,6,fake_d,31,Fake-D,L3,early_concat,142,0.7411322527601598,0.7455954897815362,0.004463237021376409,0.654380295978772,0.6483169811396924,-0.006063314839079625,0.18369855227228488,0.18146413716232,0.002234415109964888,0.5602032494074015,0.5625614570462023,-0.002358207638800791
model_1_all_mpnet_base_v2,6,fake_d,32,Fake-D,L3,early_concat,142,0.7002583979328166,0.704721634954193,0.004463237021376409,0.502220502497705,0.5155156111049561,0.013295108607251138,0.20713720753466336,0.20610244182714824,0.0010347657075151229,0.638356626432777,0.6598329593930116,-0.021476332960234545
model_1_all_mpnet_base_v2,6,fake_d,33,Fake-D,L3,early_concat,142,0.6723044397463003,0.6826403570589616,0.010335917312661369,0.4974942836690289,0.5240544683489604,0.026560184679931487,0.21552009289459625,0.2105807454042989,0.004939347490297341,0.6606306944580034,0.6680075831155838,-0.00737688865758046
model_1_all_mpnet_base_v2,6,fake_d,34,Fake-D,L3,early_concat,142,0.6715997181113459,0.6939159032182288,0.022316185106882935,0.5479865377167514,0.5408302518426755,-0.007156285874075907,0.21481948183138475,0.2056230954025066,0.009196386428878156,0.6531339222442509,0.6481524544404922,0.004981467803758743
model_1_all_mpnet_base_v2,6,fake_d,35,Fake-D,L3,early_concat,142,0.678646934460888,0.7058961710124501,0.027249236551562084,0.5642472794361096,0.6014149541924393,0.03716767475632965,0.2203598636321413,0.2111489814212248,0.00921088221091651,0.6559289817480202,0.6291351406423261,0.02679384110569405
model_1_all_mpnet_base_v2,6,fake_d,36,Fake-D,L3,early_concat,142,0.6624383368569415,0.678646934460888,0.01620859760394644,0.47580582379782,0.5244845524848097,0.04867872868698975,0.21755813303781674,0.21622090069060199,0.0013372323472147507,0.6413399924553691,0.6437362491537338,-0.0023962566983647404
model_1_all_mpnet_base_v2,6,fake_d,37,Fake-D,L3,early_concat,142,0.6967347897580456,0.7333803147756637,0.036645525017618086,0.5224755854986572,0.5546628911466049,0.032187305647947695,0.21641758121614835,0.20071856952887512,0.015699011687273223,0.6456278170868895,0.629021979453468,0.016605837633421494
model_1_all_mpnet_base_v2,6,fake_d,38,Fake-D,L3,early_concat,142,0.7383133662203429,0.7526427061310784,0.014329339910735484,0.5950359694273364,0.6254368736484418,0.030400904221105418,0.19068193328439717,0.18557221549631941,0.0051097177880777556,0.5761227602698898,0.579666693813901,-0.0035439335440111686
model_1_all_mpnet_base_v2,6,fake_d,39,Fake-D,L3,early_concat,142,0.6861639652337328,0.7122386657270378,0.02607470049330496,0.5272834958175245,0.5421046515282572,0.014821155710732614,0.2062107032986833,0.2023697691782772,0.003840934120406092,0.6560462901343346,0.6445445251375359,0.011501764996798669
model_1_all_mpnet_base_v2,6,fake_d,40,Fake-D,L3,early_concat,142,0.6128729151984965,0.6302560488607,0.017383133662203454,0.48526701883819584,0.4884051205801647,0.0031381017419688795,0.2441241510911518,0.2364939140928992,0.007630236998252604,0.7925793804969954,0.7829209330242938,0.009658447472701615
model_1_all_mpnet_base_v2,6,fake_d,41,Fake-D,L3,early_concat,142,0.7063659854357529,0.7286821705426356,0.022316185106882713,0.6015370703752091,0.6358357532643834,0.03429868288917426,0.20016726436971066,0.18960683181958732,0.010560432550123344,0.598935412784946,0.5807866270772716,0.01814878570767442
model_1_all_mpnet_base_v2,6,fake_d,42,Fake-D,L3,early_concat,142,0.7033121916842847,0.7115339440920837,0.008221752407798988,0.6350094405653635,0.6060338813426054,-0.028975559222758074,0.20566003650123998,0.20135596068469327,0.00430407581654671,0.6093196989500641,0.6096689231286233,-0.0003492241785592043
model_1_all_mpnet_base_v2,6,fake_d,43,Fake-D,L3,early_concat,142,0.6417665022316186,0.6614987080103358,0.01973220577871726,0.5074346568956871,0.5221748045283358,0.014740147632648637,0.22434689849298645,0.21927356242693352,0.005073336066052925,0.6744717270278342,0.6662901477559229,0.008181579271911321
model_1_all_mpnet_base_v2,6,fake_d,44,Fake-D,L3,early_concat,142,0.7798919426826403,0.7836504580690627,0.0037585153864224674,0.655573865698338,0.6766751333175184,0.02110126761918041,0.17675258042877418,0.17057077573975582,0.006181804689018355,0.5351274115043247,0.5160917211331076,0.019035690371217107
model_1_all_mpnet_base_v2,6,fake_d,45,Fake-D,L3,early_concat,142,0.7298567066008926,0.7460653042048391,0.01620859760394644,0.5434217112119042,0.576012046322738,0.03259033511083376,0.1950009375508143,0.19204486561551204,0.002956071935302257,0.5907661489856926,0.576911648630054,0.013854500355638621
model_1_all_mpnet_base_v2,6,fake_d,46,Fake-D,L3,early_concat,142,0.734789758045572,0.7387831806436457,0.00399342259807367,0.5539908932238116,0.5779169906179702,0.02392609739415863,0.192481930890125,0.19089677453689385,0.001585156353231143,0.571565950916825,0.5719926943959402,-0.00042674347911519916
model_1_all_mpnet_base_v2,6,fake_d,47,Fake-D,L3,early_concat,142,0.7517030772844727,0.7641531595019967,0.012450082217523972,0.5811723089394825,0.5994902520303469,0.01831794309086443,0.18493835637657033,0.18361571985849878,0.001322636518071546,0.5594193911765737,0.5631486565206253,-0.003729265344051602
model_1_all_mpnet_base_v2,6,fake_d,48,Fake-D,L3,early_concat,142,0.7242189335212591,0.7178764388066714,-0.006342494714587699,0.4576761101244841,0.477161420707497,0.019485310583012894,0.20794133770860782,0.20604044817642794,0.0019008895321798724,0.6488123853827019,0.6389304750823744,0.009881910300327479
model_1_all_mpnet_base_v2,6,fake_d,49,Fake-D,L3,early_concat,142,0.7317359642941038,0.7547568710359408,0.02302090674183699,0.5743810223219022,0.5932632289060024,0.018882206584100114,0.19548202037601187,0.18411784434789003,0.011364176028121842,0.5743627314854931,0.5554205878200826,0.01894214366541047
model_1_all_mpnet_base_v2,6,fake_d,50,Fake-D,L3,early_concat,142,0.6535118628141884,0.6706600892647404,0.01714822645055203,0.5185774972741519,0.5366125341712842,0.01803503689713226,0.22436365305928327,0.21881195069439735,0.005551702364885919,0.6696722287104209,0.6609426544151007,0.008729574295320175
model_1_all_mpnet_base_v2,6,real,0,D-P,L3,early_concat,142,0.7874089734554851,0.7911674888419075,0.0037585153864223564,0.689228017954642,0.6942900075422054,0.005061989587563431,0.19120891334593715,0.18982875385107026,0.0013801594948668894,0.5667562712445174,0.5637897780583221,0.0029664931861953514
model_1_all_mpnet_base_v2,7,fake_d,1,Fake-D,L3,early_concat,142,0.7465351186281418,0.7824759220108056,0.03594080338266381,0.6516022507608084,0.7070908559542396,0.05548860519343124,0.18607604212961312,0.17175759313940991,0.014318448990203209,0.5405267832959834,0.5181402726500736,0.022386510645909796
model_1_all_mpnet_base_v2,7,fake_d,2,Fake-D,L3,early_concat,142,0.719990603711534,0.7145877378435518,-0.005402865867982221,0.5735161789964541,0.5791969976439191,0.005680818647464947,0.20082850192666993,0.20413439338102654,-0.003305891454356613,0.5842135097011433,0.5954528922911112,-0.011239382589967928
model_1_all_mpnet_base_v2,7,fake_d,3,Fake-D,L3,early_concat,142,0.7310312426591496,0.7214000469814423,-0.009631195677707316,0.6142988233170277,0.6156739870258832,0.0013751637088554869,0.19646180439384378,0.19680554128486402,-0.00034373689102024096,0.6018347467775556,0.5968635782547294,0.004971168522826197
model_1_all_mpnet_base_v2,7,fake_d,4,Fake-D,L3,early_concat,142,0.6908621094667606,0.7152924594785061,0.024430350011745428,0.5660365643339924,0.620740237072451,0.05470367273845855,0.2055307437245825,0.1934794766647725,0.012051267059809995,0.6076201255346348,0.5962193300525713,0.01140079548206352
model_1_all_mpnet_base_v2,7,fake_d,5,Fake-D,L3,early_concat,142,0.7159971811134601,0.7439511392999766,0.02795395818651647,0.5648947431910827,0.6009041756305709,0.036009432439488176,0.19751637935196278,0.18762563788743286,0.009890741464529923,0.6038228902495375,0.5821498553830127,0.021673034866524832
model_1_all_mpnet_base_v2,7,fake_d,6,Fake-D,L3,early_concat,142,0.748414376321353,0.7509983556495184,0.0025839793281654533,0.5400498649710069,0.5538479589326255,0.013798093961618574,0.19022609226169362,0.18722402047983577,0.0030020717818578513,0.6041699915828128,0.6020763508739034,0.0020936407089093834
model_1_all_mpnet_base_v2,7,fake_d,7,Fake-D,L3,early_concat,142,0.678646934460888,0.7009631195677708,0.022316185106882824,0.5404130850124422,0.5796602370939056,0.03924715208146334,0.20955659709957772,0.20339132903552587,0.006165268064051849,0.6155717883360814,0.6135933274487105,0.0019784608873708587
model_1_all_mpnet_base_v2,7,fake_d,8,Fake-D,L3,early_concat,142,0.7906976744186047,0.8029128494244774,0.012215175005872658,0.7030930429542274,0.7133702793100797,0.010277236355852315,0.16665091603940302,0.16086503079348513,0.005785885245917888,0.5047304004559159,0.5037536976281455,0.0009767028277704037
model_1_all_mpnet_base_v2,7,fake_d,9,Fake-D,L3,early_concat,142,0.7587502936340146,0.7648578811369509,0.006107587502936274,0.6761686774858506,0.6730325743162239,-0.0031361031696267583,0.18101438257525915,0.17975627207946152,0.001258110495797632,0.5537140970400097,0.5624614142197593,-0.008747317179749525
model_1_all_mpnet_base_v2,7,fake_d,10,Fake-D,L3,early_concat,142,0.7805966643175947,0.7914023960535589,0.010805731735964219,0.6625364979582264,0.6863812277559219,0.023844729797695474,0.1759322704261189,0.1733828591156735,0.002549411310445393,0.5739998353127346,0.5653077249291117,0.00869211038362283
model_1_all_mpnet_base_v2,7,fake_d,11,Fake-D,L3,early_concat,142,0.6960300681230914,0.7190509748649283,0.023020906741836877,0.6016322721597424,0.5930588627945721,-0.00857340936517026,0.2035942514018619,0.1985215744453052,0.005072676956556721,0.5921019409880456,0.596155234798771,-0.004053293810725389
model_1_all_mpnet_base_v2,7,fake_d,12,Fake-D,L3,early_concat,142,0.7286821705426357,0.7441860465116279,0.015503875968992165,0.6569320066418443,0.634279448906333,-0.022652557735511225,0.1896251901787722,0.18469708084816205,0.0049281093306101365,0.5610029958304571,0.5640926857821377,-0.0030896899516805743
model_1_all_mpnet_base_v2,7,fake_d,13,Fake-D,L3,early_concat,142,0.7627437162320883,0.7629786234437397,0.00023490721165142503,0.6157470907917125,0.6309052384620125,0.015158147670299993,0.18501205301266438,0.18248846945012,0.002523583562544368,0.5861634382645585,0.5993344580872878,-0.01317101982272928
model_1_all_mpnet_base_v2,7,fake_d,14,Fake-D,L3,early_concat,142,0.7357293868921776,0.7411322527601597,0.0054028658679821095,0.558189954746983,0.584290969219698,0.026101014472715067,0.19573233568811246,0.19059674741571792,0.005135588272394548,0.6000399190853679,0.6043235166214911,-0.004283597536123174
model_1_all_mpnet_base_v2,7,fake_d,15,Fake-D,L3,early_concat,142,0.7307963354474982,0.7317359642941038,0.0009396288466055891,0.57218446334995,0.6243705434740235,0.05218608012407355,0.19875052559638767,0.1965349547069967,0.0022155708893909776,0.5937916123822101,0.5954143237592063,-0.001622711376996211
model_1_all_mpnet_base_v2,7,fake_d,16,Fake-D,L3,early_concat,142,0.6962649753347429,0.69579516091144,-0.00046981442330285006,0.5968797560093959,0.5815562134640205,-0.01532354254537538,0.19954054600903923,0.20211699886900092,-0.002576452859961692,0.6064112142461578,0.6427182970905325,-0.03630708284437467
