representation,repeat,prediction_scope,metric,estimate,r2,delta_mse,mae,rmse,spearman_rho,target_mse,null_mse,r2_defined,n_participants,interpretation_scope
mpnet,9,outer_test,rmse,0.5412163325279613,0.029414011228817816,0.00887691424265502,0.26753198483551655,0.5412163325279613,0.33407917925078806,0.29291511859501684,0.30179203283767186,True,142,label_only_common_outcome_alignment_benchmark
mpnet,9,outer_test,spearman_rho,0.33407917925078806,0.029414011228817816,0.00887691424265502,0.26753198483551655,0.5412163325279613,0.33407917925078806,0.29291511859501684,0.30179203283767186,True,142,label_only_common_outcome_alignment_benchmark
mpnet,10,outer_test,r2,0.026751583725471706,0.026751583725471706,0.005598318005491293,0.3274885994963441,0.45130057421954917,0.2364550482279998,0.2036722082908948,0.2092705262963861,True,142,label_only_common_outcome_alignment_benchmark
mpnet,10,outer_test,delta_mse,0.005598318005491293,0.026751583725471706,0.005598318005491293,0.3274885994963441,0.45130057421954917,0.2364550482279998,0.2036722082908948,0.2092705262963861,True,142,label_only_common_outcome_alignment_benchmark
mpnet,10,outer_test,mae,0.3274885994963441,0.026751583725471706,0.005598318005491293,0.3274885994963441,0.45130057421954917,0.2364550482279998,0.2036722082908948,0.2092705262963861,True,142,label_only_common_outcome_alignment_benchmark
mpnet,10,outer_test,rmse,0.45130057421954917,0.026751583725471706,0.005598318005491293,0.3274885994963441,0.45130057421954917,0.2364550482279998,0.2036722082908948,0.2092705262963861,True,142,label_only_common_outcome_alignment_benchmark
mpnet,10,outer_test,spearman_rho,0.2364550482279998,0.026751583725471706,0.005598318005491293,0.3274885994963441,0.45130057421954917,0.2364550482279998,0.2036722082908948,0.2092705262963861,True,142,label_only_common_outcome_alignment_benchmark
tfidf,1,outer_test,r2,0.23482128819950943,0.23482128819950943,0.05262790221918398,0.3503892412534352,0.41411478468381857,0.3781296326798799,0.1714910548937254,0.22411895711290938,True,142,label_only_common_outcome_alignment_benchmark
tfidf,1,outer_test,delta_mse,0.05262790221918398,0.23482128819950943,0.05262790221918398,0.3503892412534352,0.41411478468381857,0.3781296326798799,0.1714910548937254,0.22411895711290938,True,142,label_only_common_outcome_alignment_benchmark
tfidf,1,outer_test,mae,0.3503892412534352,0.23482128819950943,0.05262790221918398,0.3503892412534352,0.41411478468381857,0.3781296326798799,0.1714910548937254,0.22411895711290938,True,142,label_only_common_outcome_alignment_benchmark
