representation,repeat,subset,prediction_scope,r2,delta_mse,mae,rmse,spearman_rho,target_mse,null_mse,r2_defined,interpretation_scope,total_recoverability_r2,full_label_conditioned_r2,interpretation_flag,high_total_r2_threshold,near_zero_conditioned_r2_threshold
mpnet,7,D,outer_test,-0.004504144294332324,-0.0005402154136649184,0.16074970986390294,0.3470988738693599,-0.04731648333686092,0.12047762824137782,0.1199374128277129,True,label_conditioned_recoverability,-0.1662640887089697,-0.16803349559139513,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,7,P_within,outer_test,-0.02177309727950183,-0.0026114089569495708,0.16455799909625046,0.3500697384588712,0.1606086451756215,0.12254882178466248,0.1199374128277129,True,label_conditioned_recoverability,-0.1662640887089697,-0.16803349559139513,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,7,P_within+Q+R+D,outer_test,-0.16803349559139513,-0.020153502729628833,0.19809731700028005,0.3742872099836458,0.057366966267176044,0.14009091555734174,0.1199374128277129,True,label_conditioned_recoverability,-0.1662640887089697,-0.16803349559139513,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,7,Q,outer_test,-0.028162801260803283,-0.0033777735212018045,0.17128257160632612,0.351162620944933,0.09539785955728419,0.12331518634891471,0.1199374128277129,True,label_conditioned_recoverability,-0.1662640887089697,-0.16803349559139513,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,7,R,outer_test,-0.1643634457602159,-0.019713326447928406,0.2000056200509454,0.3736987279556104,0.021766965428937263,0.1396507392756413,0.1199374128277129,True,label_conditioned_recoverability,-0.1662640887089697,-0.16803349559139513,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,8,D,outer_test,-0.03799599463383885,-0.0018219116518068262,0.1714802107457407,0.22309641249999101,-0.024440972735220844,0.049772009270366145,0.04795009761855932,True,label_conditioned_recoverability,-1.1711386934886878,-6.878184611429844,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,8,P_within,outer_test,-0.4452318709665162,-0.021348911675738262,0.19662151979596085,0.263247049925156,0.2651915061264776,0.06929900929429758,0.04795009761855932,True,label_conditioned_recoverability,-1.1711386934886878,-6.878184611429844,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,8,P_within+Q+R+D,outer_test,-6.878184611429844,-0.3298096235565335,0.3789831652966672,0.614621608125758,-0.06406449409146443,0.3777597211750928,0.04795009761855932,True,label_conditioned_recoverability,-1.1711386934886878,-6.878184611429844,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,8,Q,outer_test,-0.702759327569763,-0.033697378359323245,0.21128670310623157,0.28574022464098847,0.03414775215794095,0.08164747597788256,0.04795009761855932,True,label_conditioned_recoverability,-1.1711386934886878,-6.878184611429844,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,8,R,outer_test,-0.7787722483350907,-0.037342205330292526,0.22423845929819297,0.2920484599323404,0.17720996414433635,0.08529230294885184,0.04795009761855932,True,label_conditioned_recoverability,-1.1711386934886878,-6.878184611429844,inconclusive_label_conditioned_recoverability,0.5,0.05
