representation,repeat,draw,domain_type,base_roc_auc,enhanced_roc_auc,base_pr_auc,enhanced_pr_auc,base_brier,enhanced_brier,base_log_loss,enhanced_log_loss,delta_auc,delta_pr_auc,delta_brier,delta_log_loss,interpretation_scope
tfidf,1,66,fake,0.8245243128964059,0.8346253229974161,0.6250733940556172,0.6497469655738108,0.17830488404070796,0.17988764378411823,0.5302457531090097,0.5348714567973334,0.010101010101010166,0.024673571518193604,-0.001582759743410267,-0.004625703688323712,real_D_vs_fake_D_negative_control
tfidf,1,67,fake,0.8278130138595254,0.8343904157857646,0.6198529359124525,0.6440885740984508,0.17521566977734082,0.17270735132433956,0.5276377286851018,0.5178888432895176,0.006577401926239124,0.024235638185998276,0.002508318453001257,0.009748885395584272,real_D_vs_fake_D_negative_control
tfidf,1,68,fake,0.8365045806906272,0.8489546629081512,0.6412796181919097,0.6892672053438887,0.17981574069694295,0.1814874278068363,0.5342123487279303,0.5412384637572971,0.012450082217524083,0.04798758715197904,-0.0016716871098933495,-0.007026115029366786,real_D_vs_fake_D_negative_control
tfidf,1,69,fake,0.8571764153159501,0.8531829927178765,0.6727297446989572,0.6699598208997154,0.1599487037055931,0.16900753876063196,0.490756007228808,0.5152879314692106,-0.00399342259807367,-0.0027699237992417913,-0.00905883505503885,-0.02453192424040257,real_D_vs_fake_D_negative_control
tfidf,1,70,fake,0.8463706835799859,0.8588207657975101,0.6625382668046071,0.7101118949752416,0.16989153633593054,0.1734202717273836,0.5060746462339283,0.5175843542180599,0.012450082217524194,0.047573628170634485,-0.0035287353914530695,-0.011509707984131645,real_D_vs_fake_D_negative_control
tfidf,1,71,fake,0.8602302090674183,0.8520084566596194,0.6487379816192335,0.6486557534061163,0.16839954105844573,0.16936160819520948,0.515665464880058,0.517325069012482,-0.008221752407798877,-8.222821311720807e-05,-0.0009620671367637501,-0.0016596041324239419,real_D_vs_fake_D_negative_control
tfidf,1,72,fake,0.829927178764388,0.8426121681935635,0.6736072263496384,0.6548265039000519,0.17129776057594648,0.1719276481102965,0.5145064001909422,0.5182612719666386,0.012684989429175508,-0.018780722449586507,-0.0006298875343500321,-0.0037548717756964445,real_D_vs_fake_D_negative_control
tfidf,1,73,fake,0.8421423537702608,0.840498003288701,0.6411487218491416,0.7060170890521711,0.1742429624925643,0.16983145240170758,0.5212446754025898,0.5057277425017985,-0.0016443504815598642,0.06486836720302946,0.004411510090856718,0.015516932900791258,real_D_vs_fake_D_negative_control
tfidf,1,74,fake,0.8264035705896171,0.8604651162790697,0.6377111194978278,0.6458520457296129,0.17516759188300754,0.1647277936620863,0.521960299570473,0.5183240703298233,0.03406154568945263,0.008140926231785084,0.010439798220921226,0.0036362292406496577,real_D_vs_fake_D_negative_control
tfidf,1,75,fake,0.8252290345313602,0.8487197556964998,0.6159150743127403,0.663633426922345,0.18218940879504775,0.17258008192477747,0.5401192951919549,0.5208519847323448,0.023490721165139616,0.047718352609604664,0.009609326870270274,0.019267310459610054,real_D_vs_fake_D_negative_control
tfidf,1,76,fake,0.8343904157857647,0.8503641061780596,0.64663044112493,0.7171193790501476,0.17986207577797486,0.17527661139736875,0.5343105318893362,0.520361355412553,0.015973690392294904,0.0704889379252176,0.0045854643806061135,0.013949176476783176,real_D_vs_fake_D_negative_control
tfidf,1,77,fake,0.8376791167488842,0.8419074465586093,0.634432773692511,0.6293904940084166,0.17842926382932245,0.17780163690594133,0.5431687115978846,0.5497074656527265,0.004228329809725095,-0.005042279684094431,0.0006276269233811138,-0.006538754054841944,real_D_vs_fake_D_negative_control
tfidf,1,78,fake,0.8574113225276015,0.8848954662908152,0.6922442780811114,0.7461301419303716,0.1636142126402272,0.15381400353711874,0.4907698520216559,0.4680996832577516,0.02748414376321362,0.053885863849260196,0.00980020910310847,0.02267016876390432,real_D_vs_fake_D_negative_control
tfidf,1,79,fake,0.8428470754052149,0.8426121681935635,0.6353984096153995,0.6686649434112212,0.17467266687451793,0.16508632803373466,0.5252242487129591,0.49149728198005277,-0.000234907211651314,0.03326653379582167,0.009586338840783276,0.03372696673290637,real_D_vs_fake_D_negative_control
tfidf,1,80,fake,0.8491895701198027,0.8484848484848484,0.6527064471358605,0.6620128664264741,0.1792483556219976,0.16816679891637917,0.5373667026278837,0.5123680053039106,-0.0007047216349542751,0.009306419290613599,0.011081556705618417,0.024998697323973085,real_D_vs_fake_D_negative_control
